cust_id,gender
3500,0.33444606887880773
3501,0.1727402901481165
3502,0.2078884885462971
3503,0.3516610099199483
3504,0.4022369014117311
3505,0.3867577327210838
3506,0.3438089381892975
3507,0.5679422613420398
3508,0.36489398134208867
3509,0.21435463436461571
3510,0.2303022285992415
3511,0.3934522011437569
3512,0.4256045272350867
3513,0.31635950280217484
3514,0.5520637955925826
3515,0.23607550620263174
3516,0.1480800645692794
3517,0.25664578503016267
3518,0.41399081087177114
3519,0.6446438663908858
3520,0.44341034645270205
3521,0.33723964146011887
3522,0.7302159664995039
3523,0.1466777658298241
3524,0.2427807939958584
3525,0.5538905281037043
3526,0.18549031927080112
3527,0.7564111755800493
3528,0.47904297005665897
3529,0.3677677071158918
3530,0.6313829015055276
3531,0.3497378356338028
3532,0.18950551919570507
3533,0.41090413924612446
3534,0.41923540499366907
3535,0.5470936280590778
3536,0.7355827574152248
3537,0.31860159993602755
3538,0.5042722347288578
3539,0.3458518883215424
3540,0.35734803916824076
3541,0.26069698449823925
3542,0.5908639461242613
3543,0.5366500601425296
3544,0.4553966625271534
3545,0.37037968644134156
3546,0.23503577352221555
3547,0.07470286599063197
3548,0.5015606518021782
3549,0.3132150351838725
3550,0.5134768996806678
3551,0.6000506559355188
3552,0.36245776879976044
3553,0.3882970735524034
3554,0.28149883122578157
3555,0.2067745289254813
3556,0.4437597159902878
3557,0.2633876407411143
3558,0.35734803916824076
3559,0.26284669500677915
3560,0.3439866125363791
3561,0.397795441397944
3562,0.24389083814337006
3563,0.24673353277453722
3564,0.4062677181642725
3565,0.47846086956924266
3566,0.16071143551160844
3567,0.6265313535980876
3568,0.27080249491289987
3569,0.6838588780707505
3570,0.14242675355169898
3571,0.2277021011377054
3572,0.6264609401545014
3573,0.34007193879213593
3574,0.4304315647543209
3575,0.5617616659165698
3576,0.47973690141173103
3577,0.42305223611148246
3578,0.3801235685123009
3579,0.11246888418097058
3580,0.4087526753431146
3581,0.5449094456617214
3582,0.5609108995695911
3583,0.513553773080117
3584,0.43777526164378333
3585,0.21216153866119528
3586,0.2647520741674694
3587,0.12943094847225184
3588,0.31934509086551954
3589,0.3955306489488593
3590,0.38279544139794397
3591,0.4603743859799112
3592,0.49731040895835943
3593,0.4884612659351677
3594,0.27132914858360885
3595,0.42165174621072976
3596,0.30982976567072307
3597,0.36260515455229486
3598,0.34635950280217487
3599,0.5104079386242457
3600,0.3496870314307998
3601,0.33234803916824074
3602,0.5110926009493553
3603,0.31783708713197845
3604,0.47900846756170196
3605,0.20203802702518542
3606,0.3148960023781494
3607,0.16314908368335118
3608,0.392175771685068
3609,0.3277275737801879
3610,0.47874751347477185
3611,0.4360403149325168
3612,0.6625598951644296
3613,0.3135760910438997
3614,0.46147556699924097
3615,0.22441898413441372
3616,0.4348318111682347
3617,0.639785099901103
3618,0.4882358957366617
3619,0.1407497386551122
3620,0.32204182363086936
3621,0.23329767944806135
3622,0.5225769100652213
3623,0.46939074798574665
3624,0.25488113869953033
3625,0.5575598951644296
3626,0.4911718003614869
3627,0.2304596392967738
3628,0.5931987641307392
3629,0.15742070958558418
3630,0.2173397394137372
3631,0.5732422117839646
3632,0.4645054675535467
3633,0.27708808546379005
3634,0.3112406901483704
3635,0.47312612951863425
3636,0.5105600246876134
3637,0.5242826841341287
3638,0.23961321972760916
3639,0.6698846607346551
3640,0.5093256367160568
3641,0.13745533428320392
3642,0.6744731327450169
3643,0.3768779266272877
3644,0.31709913732555706
3645,0.43528053255243315
3646,0.15344821267659536
3647,0.22246062774933925
3648,0.6135553134777001
3649,0.4364418086658333
3650,0.23330346490387013
3651,0.44066343353731874
3652,0.3098480391682408
3653,0.44388198764305575
3654,0.4110192154180693
3655,0.5602712441306071
3656,0.5143173273106614
3657,0.2913853719190199
3658,0.11975013996080519
3659,0.18177463395876914
3660,0.348938064168715
3661,0.46376937309475597
3662,0.25423365761214567
3663,0.47356373631550286
3664,0.41456822410856964
3665,0.6313082072801164
3666,0.6843846260721379
3667,0.25796561835045284
3668,0.28998292639094414
3669,0.6184960605758361
3670,0.267386483685631
3671,0.6525463550488537
3672,0.13396919858593295
3673,0.49606030666182743
3674,0.5014322013734128
3675,0.3701077907740575
3676,0.23242506645713917
3677,0.54740559167548
3678,0.24416744142246188
3679,0.275807166798253
3680,0.4353743859799112
3681,0.5465007014120478
3682,0.5741192173933647
3683,0.19240774323211646
3684,0.48992999305102125
3685,0.37304639863053685
3686,0.28095953708934795
3687,0.43467894034281324
3688,0.397175771685068
3689,0.457499307599055
3690,0.48393369994112034
3691,0.13880349806179126
3692,0.28713726562460007
3693,0.3867488834542262
3694,0.47989706557315287
3695,0.7531570802515802
3696,0.651548259002602
3697,0.29695250549982843
3698,0.2630811057514171
3699,0.26204851814905705
3700,0.3893193300644623
3701,0.3663638707745943
3702,0.2967602987055419
3703,0.50025492014435
3704,0.4670252220199347
3705,0.5150354684830121
3706,0.38663163629972774
3707,0.20316440922340256
3708,0.32461234881247014
3709,0.1952353166487712
3710,0.18169568614962192
3711,0.23484849058967538
3712,0.4420963601962517
3713,0.16131966051005156
3714,0.4141694590099916
3715,0.2431803210889844
3716,0.19237017837675444
3717,0.4062787541019728
3718,0.15880349806179125
3719,0.24903231348004756
3720,0.5175488698674323
3721,0.5296362377973985
3722,0.18830342920800808
3723,0.4963819876430558
3724,0.2478920574251244
3725,0.38916945900999156
3726,0.5790007014120477
3727,0.48058509589356013
3728,0.33738093793673496
3729,0.6099442596584516
3730,0.3288376412466042
3731,0.32367986029972595
3732,0.42369361544567335
3733,0.7659672581960475
3734,0.22804349648869804
3735,0.2596407077154378
3736,0.23514385575914554
3737,0.5380470115380404
3738,0.3250662853037365
3739,0.6121853189524531
3740,0.38927223472885786
3741,0.5583707757114824
3742,0.3199908688518788
3743,0.2353664340162297
3744,0.3730723789497179
3745,0.23555122318191268
3746,0.41377354402341915
3747,0.21919206666910696
3748,0.14466821842897826
3749,0.537837699302579
3750,0.20484887187314776
3751,0.3881406629661839
3752,0.2185767210646026
3753,0.5393440140695296
3754,0.38076832670235344
3755,0.6513563670170985
3756,0.5462754611235201
3757,0.25698157758315554
3758,0.49314435592318306
3759,0.34163163629972776
3760,0.22781724093937744
3761,0.42807454930930755
3762,0.2683876722916479
3763,0.18942411597220102
3764,0.6106423691835137
3765,0.11569830816370627
3766,0.3493744490600038
3767,0.49824720326942273
3768,0.3208762037325568
3769,0.199189493740354
3770,0.6123133819283997
3771,0.3198480391682408
3772,0.5703017051414379
3773,0.2737410346418703
3774,0.26201025303192726
3775,0.5952773432378772
3776,0.7088769141908368
3777,0.34902771181637376
3778,0.36925773272108375
3779,0.35674103846832644
3780,0.575046610932577
3781,0.48977696837635337
3782,0.34136331975505374
3783,0.23099736093907042
3784,0.46203001063088267
3785,0.6000783470750581
3786,0.36779544139794396
